value,text
8211,Eight thousand, Two hundred and Eleven
8212,Eight thousand, Two hundred and Twelve
8213,Eight thousand, Two hundred and Thirteen
8214,Eight thousand, Two hundred and Fourteen
8215,Eight thousand, Two hundred and Fifteen
8216,Eight thousand, Two hundred and Sixteen
8217,Eight thousand, Two hundred and Seventeen
8218,Eight thousand, Two hundred and Eighteen
8219,Eight thousand, Two hundred and Nineteen
8220,Eight thousand, Two hundred and Twenty
8221,Eight thousand, Two hundred and Twenty One
8222,Eight thousand, Two hundred and Twenty Two
8223,Eight thousand, Two hundred and Twenty Three
8224,Eight thousand, Two hundred and Twenty Four
8225,Eight thousand, Two hundred and Twenty Five
8226,Eight thousand, Two hundred and Twenty Six
8227,Eight thousand, Two hundred and Twenty Seven
8228,Eight thousand, Two hundred and Twenty Eight
8229,Eight thousand, Two hundred and Twenty Nine
8230,Eight thousand, Two hundred and Thirty
8231,Eight thousand, Two hundred and Thirty One
8232,Eight thousand, Two hundred and Thirty Two
8233,Eight thousand, Two hundred and Thirty Three
8234,Eight thousand, Two hundred and Thirty Four
8235,Eight thousand, Two hundred and Thirty Five
8236,Eight thousand, Two hundred and Thirty Six
8237,Eight thousand, Two hundred and Thirty Seven
8238,Eight thousand, Two hundred and Thirty Eight
8239,Eight thousand, Two hundred and Thirty Nine
8240,Eight thousand, Two hundred and Forty
8241,Eight thousand, Two hundred and Forty One
8242,Eight thousand, Two hundred and Forty Two
8243,Eight thousand, Two hundred and Forty Three
8244,Eight thousand, Two hundred and Forty Four
8245,Eight thousand, Two hundred and Forty Five
8246,Eight thousand, Two hundred and Forty Six
8247,Eight thousand, Two hundred and Forty Seven
8248,Eight thousand, Two hundred and Forty Eight
8249,Eight thousand, Two hundred and Forty Nine
8250,Eight thousand, Two hundred and Fifty
8251,Eight thousand, Two hundred and Fifty One
8252,Eight thousand, Two hundred and Fifty Two
8253,Eight thousand, Two hundred and Fifty Three
8254,Eight thousand, Two hundred and Fifty Four
8255,Eight thousand, Two hundred and Fifty Five
8256,Eight thousand, Two hundred and Fifty Six
8257,Eight thousand, Two hundred and Fifty Seven
8258,Eight thousand, Two hundred and Fifty Eight
8259,Eight thousand, Two hundred and Fifty Nine
8260,Eight thousand, Two hundred and Sixty
8261,Eight thousand, Two hundred and Sixty One
8262,Eight thousand, Two hundred and Sixty Two
8263,Eight thousand, Two hundred and Sixty Three
8264,Eight thousand, Two hundred and Sixty Four
8265,Eight thousand, Two hundred and Sixty Five
8266,Eight thousand, Two hundred and Sixty Six
8267,Eight thousand, Two hundred and Sixty Seven
8268,Eight thousand, Two hundred and Sixty Eight
8269,Eight thousand, Two hundred and Sixty Nine
8270,Eight thousand, Two hundred and Seventy
8271,Eight thousand, Two hundred and Seventy One
8272,Eight thousand, Two hundred and Seventy Two
8273,Eight thousand, Two hundred and Seventy Three
8274,Eight thousand, Two hundred and Seventy Four
8275,Eight thousand, Two hundred and Seventy Five
8276,Eight thousand, Two hundred and Seventy Six
8277,Eight thousand, Two hundred and Seventy Seven
8278,Eight thousand, Two hundred and Seventy Eight
8279,Eight thousand, Two hundred and Seventy Nine
8280,Eight thousand, Two hundred and Eighty
8281,Eight thousand, Two hundred and Eighty One
8282,Eight thousand, Two hundred and Eighty Two
8283,Eight thousand, Two hundred and Eighty Three
8284,Eight thousand, Two hundred and Eighty Four
8285,Eight thousand, Two hundred and Eighty Five
8286,Eight thousand, Two hundred and Eighty Six
8287,Eight thousand, Two hundred and Eighty Seven
8288,Eight thousand, Two hundred and Eighty Eight
8289,Eight thousand, Two hundred and Eighty Nine
8290,Eight thousand, Two hundred and Ninety
8291,Eight thousand, Two hundred and Ninety One
8292,Eight thousand, Two hundred and Ninety Two
8293,Eight thousand, Two hundred and Ninety Three
8294,Eight thousand, Two hundred and Ninety Four
8295,Eight thousand, Two hundred and Ninety Five
8296,Eight thousand, Two hundred and Ninety Six
8297,Eight thousand, Two hundred and Ninety Seven
8298,Eight thousand, Two hundred and Ninety Eight
8299,Eight thousand, Two hundred and Ninety Nine
8300,Eight thousand, Three hundred
8301,Eight thousand, Three hundred and One
8302,Eight thousand, Three hundred and Two
8303,Eight thousand, Three hundred and Three
8304,Eight thousand, Three hundred and Four
8305,Eight thousand, Three hundred and Five
8306,Eight thousand, Three hundred and Six
8307,Eight thousand, Three hundred and Seven
8308,Eight thousand, Three hundred and Eight
8309,Eight thousand, Three hundred and Nine
8310,Eight thousand, Three hundred and Ten
8311,Eight thousand, Three hundred and Eleven
8312,Eight thousand, Three hundred and Twelve
8313,Eight thousand, Three hundred and Thirteen
8314,Eight thousand, Three hundred and Fourteen
8315,Eight thousand, Three hundred and Fifteen
8316,Eight thousand, Three hundred and Sixteen
8317,Eight thousand, Three hundred and Seventeen
8318,Eight thousand, Three hundred and Eighteen
8319,Eight thousand, Three hundred and Nineteen
8320,Eight thousand, Three hundred and Twenty
8321,Eight thousand, Three hundred and Twenty One
8322,Eight thousand, Three hundred and Twenty Two
8323,Eight thousand, Three hundred and Twenty Three
8324,Eight thousand, Three hundred and Twenty Four
8325,Eight thousand, Three hundred and Twenty Five
8326,Eight thousand, Three hundred and Twenty Six
8327,Eight thousand, Three hundred and Twenty Seven
8328,Eight thousand, Three hundred and Twenty Eight
8329,Eight thousand, Three hundred and Twenty Nine
8330,Eight thousand, Three hundred and Thirty
8331,Eight thousand, Three hundred and Thirty One
8332,Eight thousand, Three hundred and Thirty Two
8333,Eight thousand, Three hundred and Thirty Three
8334,Eight thousand, Three hundred and Thirty Four
8335,Eight thousand, Three hundred and Thirty Five
8336,Eight thousand, Three hundred and Thirty Six
8337,Eight thousand, Three hundred and Thirty Seven
8338,Eight thousand, Three hundred and Thirty Eight
8339,Eight thousand, Three hundred and Thirty Nine
8340,Eight thousand, Three hundred and Forty
8341,Eight thousand, Three hundred and Forty One
8342,Eight thousand, Three hundred and Forty Two
8343,Eight thousand, Three hundred and Forty Three
8344,Eight thousand, Three hundred and Forty Four
8345,Eight thousand, Three hundred and Forty Five
8346,Eight thousand, Three hundred and Forty Six
8347,Eight thousand, Three hundred and Forty Seven
8348,Eight thousand, Three hundred and Forty Eight
8349,Eight thousand, Three hundred and Forty Nine
8350,Eight thousand, Three hundred and Fifty
8351,Eight thousand, Three hundred and Fifty One
8352,Eight thousand, Three hundred and Fifty Two
8353,Eight thousand, Three hundred and Fifty Three
8354,Eight thousand, Three hundred and Fifty Four
8355,Eight thousand, Three hundred and Fifty Five
8356,Eight thousand, Three hundred and Fifty Six
8357,Eight thousand, Three hundred and Fifty Seven
8358,Eight thousand, Three hundred and Fifty Eight
8359,Eight thousand, Three hundred and Fifty Nine
8360,Eight thousand, Three hundred and Sixty
8361,Eight thousand, Three hundred and Sixty One
8362,Eight thousand, Three hundred and Sixty Two
8363,Eight thousand, Three hundred and Sixty Three
8364,Eight thousand, Three hundred and Sixty Four
8365,Eight thousand, Three hundred and Sixty Five
8366,Eight thousand, Three hundred and Sixty Six
8367,Eight thousand, Three hundred and Sixty Seven
8368,Eight thousand, Three hundred and Sixty Eight
8369,Eight thousand, Three hundred and Sixty Nine
8370,Eight thousand, Three hundred and Seventy
8371,Eight thousand, Three hundred and Seventy One
8372,Eight thousand, Three hundred and Seventy Two
8373,Eight thousand, Three hundred and Seventy Three
8374,Eight thousand, Three hundred and Seventy Four
8375,Eight thousand, Three hundred and Seventy Five
8376,Eight thousand, Three hundred and Seventy Six
8377,Eight thousand, Three hundred and Seventy Seven
8378,Eight thousand, Three hundred and Seventy Eight
8379,Eight thousand, Three hundred and Seventy Nine
8380,Eight thousand, Three hundred and Eighty
8381,Eight thousand, Three hundred and Eighty One
8382,Eight thousand, Three hundred and Eighty Two
8383,Eight thousand, Three hundred and Eighty Three
8384,Eight thousand, Three hundred and Eighty Four
8385,Eight thousand, Three hundred and Eighty Five
8386,Eight thousand, Three hundred and Eighty Six
8387,Eight thousand, Three hundred and Eighty Seven
8388,Eight thousand, Three hundred and Eighty Eight
8389,Eight thousand, Three hundred and Eighty Nine
8390,Eight thousand, Three hundred and Ninety
8391,Eight thousand, Three hundred and Ninety One
8392,Eight thousand, Three hundred and Ninety Two
8393,Eight thousand, Three hundred and Ninety Three
8394,Eight thousand, Three hundred and Ninety Four
8395,Eight thousand, Three hundred and Ninety Five
8396,Eight thousand, Three hundred and Ninety Six
8397,Eight thousand, Three hundred and Ninety Seven
8398,Eight thousand, Three hundred and Ninety Eight
8399,Eight thousand, Three hundred and Ninety Nine
8400,Eight thousand, Four hundred
8401,Eight thousand, Four hundred and One
8402,Eight thousand, Four hundred and Two
8403,Eight thousand, Four hundred and Three
8404,Eight thousand, Four hundred and Four
8405,Eight thousand, Four hundred and Five
8406,Eight thousand, Four hundred and Six
8407,Eight thousand, Four hundred and Seven
8408,Eight thousand, Four hundred and Eight
8409,Eight thousand, Four hundred and Nine
8410,Eight thousand, Four hundred and Ten
8411,Eight thousand, Four hundred and Eleven
8412,Eight thousand, Four hundred and Twelve
8413,Eight thousand, Four hundred and Thirteen
8414,Eight thousand, Four hundred and Fourteen
8415,Eight thousand, Four hundred and Fifteen
8416,Eight thousand, Four hundred and Sixteen
8417,Eight thousand, Four hundred and Seventeen
8418,Eight thousand, Four hundred and Eighteen
8419,Eight thousand, Four hundred and Nineteen
8420,Eight thousand, Four hundred and Twenty
8421,Eight thousand, Four hundred and Twenty One
8422,Eight thousand, Four hundred and Twenty Two
8423,Eight thousand, Four hundred and Twenty Three
8424,Eight thousand, Four hundred and Twenty Four
8425,Eight thousand, Four hundred and Twenty Five
8426,Eight thousand, Four hundred and Twenty Six
8427,Eight thousand, Four hundred and Twenty Seven
8428,Eight thousand, Four hundred and Twenty Eight
8429,Eight thousand, Four hundred and Twenty Nine
8430,Eight thousand, Four hundred and Thirty
8431,Eight thousand, Four hundred and Thirty One
8432,Eight thousand, Four hundred and Thirty Two
8433,Eight thousand, Four hundred and Thirty Three
8434,Eight thousand, Four hundred and Thirty Four
8435,Eight thousand, Four hundred and Thirty Five
8436,Eight thousand, Four hundred and Thirty Six
8437,Eight thousand, Four hundred and Thirty Seven
8438,Eight thousand, Four hundred and Thirty Eight
8439,Eight thousand, Four hundred and Thirty Nine
8440,Eight thousand, Four hundred and Forty
8441,Eight thousand, Four hundred and Forty One
8442,Eight thousand, Four hundred and Forty Two
8443,Eight thousand, Four hundred and Forty Three
8444,Eight thousand, Four hundred and Forty Four
8445,Eight thousand, Four hundred and Forty Five
8446,Eight thousand, Four hundred and Forty Six
8447,Eight thousand, Four hundred and Forty Seven
8448,Eight thousand, Four hundred and Forty Eight
8449,Eight thousand, Four hundred and Forty Nine
8450,Eight thousand, Four hundred and Fifty
8451,Eight thousand, Four hundred and Fifty One
8452,Eight thousand, Four hundred and Fifty Two
8453,Eight thousand, Four hundred and Fifty Three
8454,Eight thousand, Four hundred and Fifty Four
8455,Eight thousand, Four hundred and Fifty Five
8456,Eight thousand, Four hundred and Fifty Six
8457,Eight thousand, Four hundred and Fifty Seven
8458,Eight thousand, Four hundred and Fifty Eight
8459,Eight thousand, Four hundred and Fifty Nine
8460,Eight thousand, Four hundred and Sixty
8461,Eight thousand, Four hundred and Sixty One
8462,Eight thousand, Four hundred and Sixty Two
8463,Eight thousand, Four hundred and Sixty Three
8464,Eight thousand, Four hundred and Sixty Four
8465,Eight thousand, Four hundred and Sixty Five
8466,Eight thousand, Four hundred and Sixty Six
8467,Eight thousand, Four hundred and Sixty Seven
8468,Eight thousand, Four hundred and Sixty Eight
8469,Eight thousand, Four hundred and Sixty Nine
8470,Eight thousand, Four hundred and Seventy
8471,Eight thousand, Four hundred and Seventy One
8472,Eight thousand, Four hundred and Seventy Two
8473,Eight thousand, Four hundred and Seventy Three
8474,Eight thousand, Four hundred and Seventy Four
8475,Eight thousand, Four hundred and Seventy Five
8476,Eight thousand, Four hundred and Seventy Six
8477,Eight thousand, Four hundred and Seventy Seven
8478,Eight thousand, Four hundred and Seventy Eight
8479,Eight thousand, Four hundred and Seventy Nine
8480,Eight thousand, Four hundred and Eighty
8481,Eight thousand, Four hundred and Eighty One
8482,Eight thousand, Four hundred and Eighty Two
8483,Eight thousand, Four hundred and Eighty Three
8484,Eight thousand, Four hundred and Eighty Four
8485,Eight thousand, Four hundred and Eighty Five
8486,Eight thousand, Four hundred and Eighty Six
8487,Eight thousand, Four hundred and Eighty Seven
8488,Eight thousand, Four hundred and Eighty Eight
8489,Eight thousand, Four hundred and Eighty Nine
8490,Eight thousand, Four hundred and Ninety
8491,Eight thousand, Four hundred and Ninety One
8492,Eight thousand, Four hundred and Ninety Two
8493,Eight thousand, Four hundred and Ninety Three
8494,Eight thousand, Four hundred and Ninety Four
8495,Eight thousand, Four hundred and Ninety Five
8496,Eight thousand, Four hundred and Ninety Six
8497,Eight thousand, Four hundred and Ninety Seven
8498,Eight thousand, Four hundred and Ninety Eight
8499,Eight thousand, Four hundred and Ninety Nine
8500,Eight thousand, Five hundred
8501,Eight thousand, Five hundred and One
8502,Eight thousand, Five hundred and Two
8503,Eight thousand, Five hundred and Three
8504,Eight thousand, Five hundred and Four
8505,Eight thousand, Five hundred and Five
8506,Eight thousand, Five hundred and Six
8507,Eight thousand, Five hundred and Seven
8508,Eight thousand, Five hundred and Eight
8509,Eight thousand, Five hundred and Nine
8510,Eight thousand, Five hundred and Ten
8511,Eight thousand, Five hundred and Eleven
8512,Eight thousand, Five hundred and Twelve
8513,Eight thousand, Five hundred and Thirteen
8514,Eight thousand, Five hundred and Fourteen
8515,Eight thousand, Five hundred and Fifteen
8516,Eight thousand, Five hundred and Sixteen
